user_id,movie_id,rating,review_date,device_type,is_verified_watch,sentiment_score
user_05427,movie_0117,5,2025-10-03,Tablet,1,
user_03748,movie_0947,2,2025-08-16,Mobile,1,0.134
user_09368,movie_0151,4,2025-02-27,Smart TV,1,0.663
user_07037,movie_0642,3,2024-03-07,Laptop,1,0.482
user_05912,movie_0325,3,2025-02-03,Tablet,1,0.53
user_02066,movie_0505,4,2024-03-14,Mobile,0,0.755
user_02489,movie_0907,5,2025-01-05,Smart TV,1,0.786
user_07515,movie_0400,2,2025-09-13,Mobile,1,0.111
user_04534,movie_0664,3,2025-05-23,Laptop,1,0.437
user_01919,movie_0682,5,2025-07-16,Mobile,0,0.67
user_07117,movie_0676,3,2025-09-29,Tablet,1,0.481
user_04277,movie_0257,5,2024-10-18,Tablet,1,0.835
user_02042,movie_0236,4,2025-07-08,Smart TV,1,
user_02877,movie_0484,3,2024-10-25,Smart TV,1,0.471
user_06949,movie_0101,2,2024-02-29,Laptop,1,0.295
user_03021,movie_0506,2,2025-05-21,Laptop,1,
user_03964,movie_0453,3,2024-03-17,Mobile,1,0.6
user_00173,movie_0403,4,2025-11-09,Tablet,1,0.744
user_07479,movie_0560,5,2025-02-15,Mobile,1,0.955
user_00481,movie_0196,3,2025-09-20,Tablet,1,0.409
user_09264,movie_0249,4,2025-12-01,Tablet,1,0.85
user_02997,movie_0796,4,2025-12-14,Laptop,1,0.73
user_08701,movie_0135,4,2024-09-02,Smart TV,1,0.752
user_03228,movie_0742,5,2025-11-06,Mobile,1,
user_09445,movie_0370,3,2024-01-26,Tablet,1,0.444
user_08058,movie_0744,3,2025-03-04,Laptop,0,0.436
user_09883,movie_0974,5,2024-10-21,Laptop,1,0.756
user_09933,movie_0799,5,2024-05-03,Mobile,1,0.877
user_07218,movie_0585,4,2024-03-10,Laptop,1,0.697
user_04915,movie_0269,3,2024-10-09,Tablet,0,0.529
user_01912,movie_0886,4,2024-01-04,Laptop,1,0.642
user_07073,movie_0099,3,2024-04-13,Laptop,1,0.406
user_07421,movie_0838,1,2025-05-16,Mobile,1,0.054
user_07105,movie_0452,3,2025-08-20,Smart TV,1,0.573
user_01949,movie_0477,3,2025-08-02,Mobile,1,0.544
user_06275,movie_0515,3,2025-08-25,Smart TV,0,0.51
user_04691,movie_0863,3,2024-04-18,Smart TV,0,0.553
user_02294,movie_0754,3,2024-04-15,Smart TV,1,0.509
user_08929,movie_0893,4,2024-09-27,Tablet,1,0.682
user_04609,movie_0069,5,2024-02-23,Laptop,1,0.995
user_05543,movie_0227,4,2024-07-28,Tablet,1,0.852
user_08873,movie_0185,3,2024-05-30,Tablet,1,0.5
user_08206,movie_0831,5,2025-05-29,Smart TV,1,0.774
user_04975,movie_0269,4,2024-03-21,Laptop,0,0.714
user_07998,movie_0317,4,2025-08-13,Tablet,1,0.969
user_07622,movie_0840,5,2025-11-11,Smart TV,0,0.751
user_01429,movie_0933,5,2025-11-08,Mobile,0,0.763
user_07383,movie_0891,4,2025-12-10,Laptop,1,0.899
user_03875,movie_0576,3,2025-04-18,Smart TV,1,
user_00760,movie_0758,4,2025-04-22,Smart TV,1,0.629
user_07528,movie_0879,3,2024-04-07,Tablet,1,0.549
user_06798,movie_0080,3,2024-02-14,Mobile,1,0.521
user_02404,movie_0135,1,2024-07-17,Tablet,1,0.012
user_09239,movie_0524,4,2025-12-11,Mobile,1,0.958
user_03411,movie_0372,4,2024-05-08,Tablet,1,0.615
user_06444,movie_0842,3,2024-08-21,Smart TV,1,0.563
user_06705,movie_0820,4,2024-05-20,Smart TV,1,0.783
user_02497,movie_0421,2,2024-04-19,Laptop,1,0.128
user_02664,movie_0806,3,2025-01-12,Smart TV,1,0.583
user_01457,movie_0630,4,2025-01-31,Smart TV,1,0.653
user_04065,movie_0666,5,2025-02-05,Tablet,1,0.756
user_06724,movie_0034,5,2025-10-11,Mobile,1,0.726
user_00828,movie_0628,5,2025-11-04,Laptop,1,0.852
user_07441,movie_0202,5,2024-01-02,Tablet,1,0.77
user_07651,movie_0959,5,2025-11-13,Tablet,1,0.694
user_06510,movie_0642,4,2025-05-24,Tablet,0,0.923
user_06401,movie_0898,4,2025-05-10,Tablet,1,0.859
user_04570,movie_0839,5,2024-10-11,Tablet,1,0.837
user_00236,movie_0946,2,2025-07-31,Mobile,0,0.277
user_00111,movie_0725,4,2024-03-26,Mobile,1,0.711
user_03861,movie_0923,4,2025-02-01,Tablet,1,0.737
user_02135,movie_0853,4,2024-08-29,Smart TV,1,0.97
user_06065,movie_0199,2,2024-12-17,Laptop,1,0.073
user_01987,movie_0499,5,2025-05-29,Laptop,1,0.695
user_06151,movie_0405,5,2024-12-13,Smart TV,1,0.704
user_02744,movie_0149,5,2024-08-16,Mobile,1,
user_03633,movie_0337,5,2025-03-09,Smart TV,1,0.682
user_06459,movie_0413,2,2025-08-13,Tablet,1,
user_01126,movie_0985,3,2025-11-09,Laptop,0,
user_01649,movie_0396,3,2025-06-23,Tablet,1,0.466
user_05813,movie_0424,4,2025-05-01,Smart TV,1,0.633
user_07976,movie_0212,2,2024-03-13,Smart TV,1,0.077
user_09403,movie_0025,2,2025-11-01,Smart TV,1,0.253
user_04098,movie_0173,3,2024-05-10,Laptop,0,0.448
user_06736,movie_0811,3,2025-03-24,Smart TV,1,0.406
user_06083,movie_0305,3,2025-12-12,Smart TV,1,0.477
user_01937,movie_0536,3,2025-08-09,Smart TV,1,0.455
user_05093,movie_0395,3,2024-09-16,Smart TV,1,0.52
user_06685,movie_0622,4,2024-06-23,Smart TV,1,0.834
user_07884,movie_0047,5,2025-06-03,Smart TV,1,0.873
user_05402,movie_0896,3,2025-08-26,Tablet,1,
user_00456,movie_0465,3,2024-10-08,Tablet,1,0.474
user_09136,movie_0950,4,2024-01-19,Mobile,1,0.695
user_07586,movie_0336,5,2024-09-16,Laptop,1,0.847
user_04022,movie_0604,3,2024-09-15,Laptop,1,0.437
user_01423,movie_0276,2,2025-07-10,Smart TV,1,0.259
user_02285,movie_0891,5,2025-03-28,Tablet,1,0.737
user_03696,movie_0596,3,2024-05-16,Laptop,1,0.566
user_05713,movie_0822,4,2024-02-18,Tablet,1,0.886
user_02777,movie_0157,4,2024-03-29,Tablet,1,0.872
user_05872,movie_0702,1,2025-08-08,Tablet,1,0.201
user_00392,movie_0127,1,2025-07-31,Smart TV,0,0.103
user_06474,movie_0860,3,2025-10-20,Mobile,1,0.582
user_03281,movie_0377,3,2024-02-02,Smart TV,0,0.53
user_06977,movie_0215,4,2025-06-21,Laptop,0,0.857
user_00668,movie_0968,3,2025-10-06,Mobile,1,0.561
user_09831,movie_0805,4,2024-11-09,Tablet,0,0.603
user_08314,movie_0373,5,2024-11-12,Laptop,1,0.991
user_00268,movie_0770,5,2025-02-11,Mobile,1,0.67
user_07850,movie_0611,3,2025-04-13,Mobile,1,0.472
user_07728,movie_0666,4,2024-12-19,Laptop,1,0.838
user_01955,movie_0932,5,2025-04-26,Laptop,0,0.692
user_03911,movie_0722,3,2025-06-11,Mobile,1,0.492
user_09709,movie_0835,5,2024-01-26,Laptop,1,0.845
user_05545,movie_0263,2,2024-11-23,Tablet,1,0.172
user_00475,movie_0461,4,2025-12-02,Smart TV,1,0.938
user_04889,movie_0273,3,2024-11-21,Mobile,0,0.546
user_06663,movie_0393,2,2025-09-13,Tablet,1,
user_02462,movie_0888,4,2024-04-29,Laptop,1,0.889
user_08623,movie_0777,4,2024-05-13,Mobile,0,
user_06815,movie_0893,3,2025-03-30,Smart TV,1,0.556
user_08507,movie_0622,4,2024-06-16,Tablet,1,0.956
user_01862,movie_0154,3,2024-09-30,Mobile,1,0.428
user_01053,movie_0898,4,2024-02-22,Tablet,1,
user_01389,movie_0108,3,2025-08-31,Laptop,1,0.539
user_01854,movie_0657,3,2024-11-16,Mobile,1,0.59
user_02813,movie_0447,5,2024-04-18,Mobile,1,0.979
user_05712,movie_0405,5,2024-05-07,Smart TV,1,
user_00302,movie_0403,3,2024-07-20,Mobile,1,0.433
user_09643,movie_0109,3,2024-10-01,Tablet,1,0.6
user_01712,movie_0032,3,2025-04-15,Tablet,0,0.55
user_05848,movie_0584,5,2024-10-23,Tablet,1,0.88
user_03627,movie_0678,4,2024-04-16,Tablet,1,0.763
user_06466,movie_0820,2,2024-04-21,Smart TV,1,0.156
user_06417,movie_0591,4,2024-02-13,Tablet,0,0.839
user_01879,movie_0487,4,2025-07-17,Laptop,1,0.894
user_00170,movie_0835,1,2025-02-28,Mobile,1,0.319
user_01413,movie_0619,5,2025-12-25,Smart TV,0,0.839
user_02654,movie_0023,2,2025-01-21,Tablet,1,0.341
user_04233,movie_0462,3,2024-04-15,Smart TV,1,0.498
user_02064,movie_0972,4,2025-07-12,Laptop,1,0.97
user_01626,movie_0174,3,2025-03-25,Laptop,1,0.464
user_03654,movie_0422,2,2024-12-21,Tablet,1,0.382
user_01605,movie_0729,4,2025-12-21,Tablet,1,0.725
user_04288,movie_0775,3,2024-10-26,Tablet,1,0.483
user_01565,movie_0900,4,2024-01-05,Tablet,1,0.983
user_00634,movie_0009,2,2025-03-10,Smart TV,0,0.091
user_06265,movie_0823,2,2024-07-04,Mobile,1,0.075
user_04235,movie_0469,5,2024-03-19,Mobile,1,0.932
user_04406,movie_0106,4,2024-09-17,Mobile,1,0.856
user_02714,movie_0938,5,2024-07-02,Tablet,0,0.912
user_01990,movie_0012,4,2025-05-29,Laptop,1,0.776
user_02054,movie_0060,1,2024-04-03,Laptop,1,0.336
user_02805,movie_0643,2,2024-06-23,Mobile,0,
user_08212,movie_0497,5,2024-07-30,Smart TV,1,0.816
user_07757,movie_0797,5,2025-11-26,Tablet,1,0.87
user_02620,movie_0922,4,2024-07-06,Smart TV,1,0.81
user_06462,movie_0236,3,2024-09-23,Mobile,1,0.538
user_03872,movie_0468,4,2024-04-26,Smart TV,1,0.625
user_02136,movie_0514,3,2025-08-27,Mobile,1,
user_02419,movie_0666,3,2024-11-25,Smart TV,1,0.553
user_05568,movie_0326,5,2024-08-19,Tablet,0,0.839
user_09710,movie_0435,5,2024-12-10,Tablet,1,0.728
user_05200,movie_0129,3,2024-08-22,Laptop,1,0.548
user_02422,movie_0614,2,2025-05-30,Laptop,1,0.293
user_08134,movie_0914,5,2025-05-17,Tablet,1,0.958
user_05851,movie_0176,5,2024-08-01,Mobile,1,0.997
user_04092,movie_0096,4,2025-12-22,Tablet,0,0.774
user_04104,movie_0015,1,2024-07-11,Laptop,1,
user_09009,movie_0759,3,2024-09-18,Laptop,0,
user_09367,movie_0468,4,2025-10-30,Laptop,1,0.702
user_06286,movie_0345,4,2024-01-16,Mobile,1,0.884
user_02089,movie_0992,4,2024-03-02,Smart TV,1,0.769
user_09688,movie_0696,5,2024-02-20,Mobile,1,0.8
user_09661,movie_0758,2,2025-08-10,Mobile,1,0.329
user_04299,movie_0756,4,2024-08-25,Smart TV,1,0.705
user_07172,movie_0499,5,2025-05-17,Tablet,1,0.705
user_04487,movie_0708,4,2025-01-06,Smart TV,1,0.624
user_06435,movie_0302,4,2025-09-06,Smart TV,1,0.758
user_01993,movie_0335,3,2024-09-17,Tablet,1,0.58
user_00582,movie_0964,3,2025-01-11,Mobile,1,0.422
user_07928,movie_0234,5,2024-12-27,Tablet,1,0.982
user_06449,movie_0724,3,2025-04-25,Mobile,1,0.594
user_06390,movie_0107,5,2024-08-09,Mobile,1,0.63
user_00229,movie_0927,3,2024-08-22,Smart TV,1,0.49
user_04115,movie_0032,2,2024-01-30,Mobile,1,0.091
user_01510,movie_0368,4,2024-09-19,Tablet,1,
user_05817,movie_0584,4,2025-12-03,Mobile,1,0.813
user_08910,movie_0337,1,2024-03-13,Tablet,0,0.263
user_06537,movie_0568,3,2024-06-11,Smart TV,0,0.579
user_08996,movie_0869,3,2025-01-23,Laptop,1,0.52
user_05939,movie_0102,4,2024-03-22,Laptop,1,0.935
user_03291,movie_0272,5,2024-04-09,Smart TV,1,0.711
user_08262,movie_0889,4,2024-08-05,Smart TV,0,0.954
user_08795,movie_0631,1,2024-07-02,Laptop,1,0.138
user_00603,movie_0380,3,2025-04-01,Tablet,1,0.446
user_02460,movie_0138,1,2024-09-22,Laptop,1,
user_07941,movie_0617,3,2025-09-02,Mobile,0,0.485
user_02339,movie_0523,5,2024-12-24,Laptop,1,0.655
user_02497,movie_0060,5,2025-05-21,Smart TV,1,0.776
user_06773,movie_0351,3,2025-01-17,Tablet,1,0.484
user_05971,movie_0813,3,2024-06-01,Mobile,0,0.573
user_00917,movie_0586,4,2025-02-12,Mobile,1,0.603
user_01242,movie_0514,4,2024-07-19,Laptop,1,0.948
user_06637,movie_0926,4,2024-10-13,Mobile,1,0.822
user_09340,movie_0454,3,2024-04-19,Tablet,1,0.484
user_04715,movie_0917,4,2024-03-11,Smart TV,1,0.786
user_06583,movie_0786,2,2024-02-22,Laptop,1,0
user_04756,movie_0671,1,2024-10-02,Tablet,1,
user_05473,movie_0228,3,2024-04-23,Laptop,1,0.416
user_02523,movie_0408,3,2024-06-01,Mobile,1,0.565
user_07220,movie_0884,4,2025-06-18,Smart TV,1,0.753
user_02517,movie_0178,1,2025-10-13,Laptop,1,0.106
user_03545,movie_0338,4,2025-10-28,Tablet,1,0.733
user_04233,movie_0049,4,2025-02-26,Laptop,1,
user_01817,movie_0893,2,2024-02-24,Smart TV,0,0.005
user_07829,movie_0668,4,2024-10-08,Laptop,1,0.945
user_09028,movie_0953,5,2025-06-07,Mobile,1,0.858
user_05073,movie_0935,5,2024-01-18,Mobile,0,0.814
user_06404,movie_0325,5,2024-03-14,Smart TV,1,0.999
user_06394,movie_0971,5,2024-07-03,Mobile,1,0.938
user_09915,movie_0050,4,2024-11-18,Mobile,1,0.766
user_02822,movie_0861,4,2025-01-09,Mobile,1,0.979
user_07554,movie_0362,4,2025-06-17,Smart TV,1,0.841
user_04182,movie_0142,3,2025-06-19,Laptop,0,0.454
user_03948,movie_0697,3,2024-02-16,Laptop,1,0.479
user_02778,movie_0225,3,2025-01-26,Smart TV,1,0.536
user_01569,movie_0913,3,2024-07-28,Smart TV,0,
user_07002,movie_0571,5,2025-06-19,Tablet,1,0.725
user_03397,movie_0984,5,2024-11-12,Tablet,0,0.935
user_07706,movie_0568,4,2025-06-18,Smart TV,1,0.623
user_02661,movie_0764,3,2024-08-18,Laptop,0,0.542
user_05514,movie_0688,2,2024-09-07,Smart TV,1,0.1
user_00172,movie_0622,5,2024-07-22,Tablet,1,0.639
user_05416,movie_0755,1,2025-03-16,Tablet,1,0.339
user_07923,movie_0278,4,2025-08-09,Smart TV,1,0.779
user_00154,movie_0721,3,2025-02-15,Tablet,1,0.514
user_02846,movie_0037,5,2024-04-21,Tablet,1,0.979
user_07293,movie_0925,5,2024-10-19,Laptop,0,
user_08633,movie_0914,3,2024-09-27,Laptop,1,0.408
user_03905,movie_0473,2,2025-01-16,Mobile,0,0.165
user_00039,movie_0234,2,2025-11-01,Tablet,1,0.311
user_00867,movie_0292,4,2024-07-11,Mobile,1,0.671
user_06665,movie_0223,3,2024-07-30,Mobile,0,0.519
user_08881,movie_0085,4,2025-07-24,Tablet,1,0.774
user_03288,movie_0987,3,2025-08-17,Laptop,1,0.56
user_02576,movie_0821,3,2024-05-29,Mobile,1,0.481
user_07292,movie_0121,2,2024-09-28,Mobile,1,0.09
user_09395,movie_0499,5,2025-01-28,Smart TV,1,0.747
user_08386,movie_0261,3,2025-06-24,Laptop,0,0.543
user_00561,movie_0826,2,2025-08-26,Smart TV,1,0.155
user_03772,movie_0198,3,2025-12-24,Tablet,1,0.482
user_04006,movie_0680,5,2025-08-13,Smart TV,0,0.777
user_05915,movie_0237,3,2025-05-24,Tablet,1,0.535
user_09275,movie_0726,2,2025-07-02,Tablet,1,0.015
user_03851,movie_0795,4,2024-01-10,Laptop,0,0.822
user_05770,movie_0761,5,2024-12-06,Tablet,0,0.635
user_07893,movie_0532,2,2025-05-20,Mobile,0,0.238
user_05917,movie_0886,4,2024-07-30,Laptop,1,
user_03994,movie_0686,4,2025-12-19,Laptop,1,0.632
user_05777,movie_0122,5,2025-01-21,Mobile,1,0.724
user_08117,movie_0887,5,2024-02-29,Tablet,1,0.855
user_09149,movie_0119,4,2025-07-03,Smart TV,1,0.872
user_03496,movie_0453,4,2024-10-28,Laptop,1,0.678
user_01410,movie_0355,5,2024-10-18,Mobile,1,
user_01883,movie_0731,4,2024-11-27,Smart TV,1,0.671
user_02091,movie_0925,3,2025-07-11,Mobile,1,0.566
user_02000,movie_0582,3,2024-09-29,Mobile,0,0.546
user_00611,movie_0598,2,2025-12-31,Mobile,1,0.224
user_01575,movie_0128,4,2025-07-15,Smart TV,1,0.675
user_03080,movie_0213,5,2025-08-17,Mobile,1,0.985
user_00739,movie_0711,4,2025-06-20,Laptop,1,0.963
user_03436,movie_0905,5,2025-10-19,Mobile,1,0.932
user_09586,movie_0554,1,2025-11-28,Laptop,1,0.127
user_06855,movie_0773,4,2025-06-13,Tablet,1,0.731
user_05666,movie_0896,3,2024-08-05,Smart TV,1,0.5
user_04721,movie_0916,3,2025-09-25,Mobile,1,
user_05165,movie_0658,5,2024-08-22,Mobile,1,0.656
user_00923,movie_0128,4,2024-12-19,Tablet,1,0.672
user_08098,movie_0799,5,2025-05-23,Laptop,1,0.992
user_06223,movie_0685,5,2024-12-11,Laptop,0,0.791
user_06580,movie_0833,2,2024-05-12,Mobile,0,0.154
user_07540,movie_0011,3,2025-08-21,Smart TV,1,0.573
user_01913,movie_0125,3,2024-07-09,Smart TV,1,0.545
user_03455,movie_0519,3,2024-06-14,Tablet,1,0.585
user_02317,movie_0478,3,2024-12-23,Smart TV,1,0.565
user_07405,movie_0906,4,2025-05-02,Smart TV,1,0.85
user_09441,movie_0048,3,2025-09-09,Mobile,1,0.49
user_08151,movie_0821,4,2025-02-17,Smart TV,1,0.975
user_08328,movie_0898,2,2024-09-15,Tablet,1,0.161
user_05033,movie_0224,5,2024-05-15,Smart TV,1,0.733
user_07023,movie_0788,5,2025-10-10,Smart TV,1,0.653
user_08735,movie_0593,3,2025-10-18,Laptop,1,0.514
user_08842,movie_0222,3,2024-07-01,Smart TV,1,0.549
user_02051,movie_0644,3,2025-07-06,Smart TV,1,0.505
user_05340,movie_0088,1,2025-01-20,Smart TV,1,0.002
user_02755,movie_0458,5,2025-12-16,Smart TV,1,0.945
user_00929,movie_0720,4,2024-10-09,Mobile,1,0.609
user_01546,movie_0297,5,2024-10-18,Tablet,1,0.707
user_02520,movie_0257,3,2024-01-07,Mobile,1,0.502
user_03889,movie_0659,4,2025-11-08,Laptop,1,0.905
user_02578,movie_0289,1,2024-02-18,Smart TV,0,0.182
user_03422,movie_0223,3,2024-04-16,Mobile,0,
user_03691,movie_0793,5,2024-06-28,Laptop,0,0.81
user_03265,movie_0870,4,2025-05-19,Mobile,1,
user_08889,movie_0134,5,2024-04-24,Smart TV,1,0.88
user_06532,movie_0413,4,2024-05-14,Smart TV,1,0.675
user_06575,movie_0096,4,2025-06-09,Tablet,1,0.642
user_09981,movie_0141,2,2024-10-21,Laptop,0,0.203
user_01144,movie_0202,4,2024-05-04,Mobile,1,0.666
user_09128,movie_0127,2,2024-03-06,Laptop,0,0.213
user_00115,movie_0641,5,2025-10-28,Smart TV,1,
user_05925,movie_0202,4,2024-12-16,Mobile,1,0.787
user_01523,movie_0602,5,2025-11-08,Tablet,0,0.611
user_09983,movie_0772,5,2025-07-16,Mobile,1,0.866
user_04392,movie_0875,3,2025-03-08,Smart TV,1,0.495
user_01242,movie_0715,4,2024-08-20,Mobile,1,0.979
user_02636,movie_0987,4,2024-01-19,Laptop,1,0.725
user_06378,movie_0040,4,2024-08-05,Laptop,0,0.685
user_08951,movie_0624,2,2024-02-19,Smart TV,1,0.337
user_08341,movie_0419,1,2025-09-28,Laptop,1,0.288
user_03711,movie_0426,3,2024-01-12,Laptop,1,0.487
user_01521,movie_0150,4,2025-12-20,Smart TV,1,0.615
user_03569,movie_0165,4,2024-04-02,Mobile,1,0.865
user_03517,movie_0243,5,2025-08-01,Mobile,1,0.912
user_08359,movie_0755,3,2024-10-15,Tablet,0,0.414
user_08171,movie_0722,4,2024-03-24,Mobile,1,0.735
user_05994,movie_0957,4,2024-10-26,Laptop,1,0.826
user_01161,movie_0285,5,2025-10-10,Smart TV,0,0.77
user_00288,movie_0625,4,2025-10-29,Tablet,0,0.898
user_04258,movie_0453,5,2024-09-08,Tablet,1,0.679
user_04083,movie_0919,5,2025-03-06,Mobile,1,0.676
user_04720,movie_0023,4,2025-11-24,Laptop,1,0.909
user_06521,movie_0682,3,2024-07-16,Tablet,1,
user_04211,movie_0149,4,2025-07-29,Smart TV,1,0.694
user_06218,movie_0456,5,2025-01-20,Laptop,0,0.731
user_03827,movie_0753,4,2025-12-06,Smart TV,0,0.856
user_00750,movie_0342,5,2025-09-30,Tablet,1,0.944
user_09260,movie_0259,3,2025-03-04,Mobile,1,0.445
user_08664,movie_0202,3,2024-11-02,Mobile,1,0.579
user_06597,movie_0675,4,2025-09-13,Tablet,0,0.747
user_01270,movie_0222,5,2024-03-12,Smart TV,1,0.982
user_03597,movie_0246,5,2025-10-10,Laptop,1,0.805
user_00076,movie_0049,4,2025-10-03,Laptop,1,0.795
user_07344,movie_0878,5,2025-10-18,Tablet,1,0.98
user_03377,movie_0129,3,2024-01-09,Smart TV,1,0.403
user_03825,movie_0092,4,2025-11-27,Smart TV,1,0.909
user_00387,movie_0988,5,2024-04-28,Mobile,1,0.689
user_01182,movie_0712,3,2025-06-25,Mobile,1,0.524
user_08785,movie_0896,3,2025-05-29,Mobile,1,0.422
user_04284,movie_0117,5,2024-08-28,Smart TV,1,0.911
user_00592,movie_0290,4,2024-02-12,Laptop,1,0.621
user_08384,movie_0320,5,2025-09-24,Tablet,1,0.991
user_07590,movie_0209,4,2025-04-15,Laptop,1,0.654
user_01992,movie_0617,4,2024-07-13,Mobile,1,0.72
user_08137,movie_0476,5,2025-03-02,Smart TV,1,0.849
user_08918,movie_0612,1,2025-02-12,Mobile,0,0.369
user_03191,movie_0656,5,2024-06-06,Tablet,0,0.716
user_03134,movie_0801,5,2024-03-06,Smart TV,1,0.76
user_05466,movie_0199,4,2024-02-23,Laptop,1,0.666
user_00970,movie_0926,4,2025-08-16,Laptop,1,0.762
user_08045,movie_0969,3,2024-01-10,Smart TV,1,0.599
user_02439,movie_0518,4,2024-07-17,Mobile,1,0.95
user_06902,movie_0654,1,2024-01-20,Mobile,1,0.212
user_05016,movie_0312,4,2024-11-17,Smart TV,1,0.973
user_08984,movie_0870,4,2024-06-04,Mobile,1,0.877
user_05246,movie_0818,2,2024-04-22,Laptop,1,0.056
user_01940,movie_0377,5,2024-05-05,Laptop,1,0.837
user_02404,movie_0812,4,2024-10-21,Laptop,1,0.906
user_03682,movie_0060,2,2025-08-16,Smart TV,0,0.171
user_03588,movie_0749,4,2025-10-17,Mobile,1,0.844
user_03357,movie_0621,5,2024-03-17,Laptop,1,0.746
user_06239,movie_0969,4,2024-04-05,Smart TV,1,0.744
user_06477,movie_0123,4,2024-03-21,Smart TV,1,0.754
user_02081,movie_0612,4,2024-10-04,Tablet,1,0.885
user_04733,movie_0058,3,2024-05-21,Smart TV,1,0.492
user_08806,movie_0080,4,2024-12-06,Laptop,1,0.795
user_07057,movie_0340,5,2024-03-25,Smart TV,0,0.63
user_02440,movie_0714,5,2024-08-27,Tablet,1,
user_01941,movie_0555,4,2025-02-19,Tablet,1,0.919
user_02587,movie_0536,2,2025-07-17,Mobile,1,0.374
user_08040,movie_0047,5,2024-02-23,Laptop,0,0.913
user_08939,movie_0248,3,2024-01-13,Tablet,0,0.509
user_04102,movie_0696,4,2025-01-30,Tablet,1,0.676
user_03473,movie_0136,5,2024-10-26,Mobile,1,0.994
user_01352,movie_0282,3,2024-10-10,Mobile,1,0.592
user_05881,movie_0302,3,2024-06-15,Smart TV,1,0.428
user_06775,movie_0970,5,2025-07-18,Mobile,1,0.672
user_07905,movie_0094,4,2024-07-12,Mobile,0,0.819
user_00143,movie_0646,3,2025-01-31,Tablet,1,0.418
user_06625,movie_0015,2,2024-08-11,Tablet,1,0.3
user_08395,movie_0928,5,2024-02-15,Tablet,1,0.821
user_08999,movie_0453,4,2024-08-22,Tablet,1,0.711
user_04597,movie_0312,4,2024-11-13,Smart TV,0,0.742
